0,AttributeError,'Table' object has no attribute 'group_by',0,,2022-08-21 13:12:54.559266
1,NameError,name 'vocal_tbl' is not defined,0,,2022-08-21 13:15:24.824825
2,NameError,name 'vocal_table' is not defined,0,,2022-08-21 13:15:30.713389
3,SyntaxError,"invalid syntax (3039089454.py, line 8)",0,,2022-08-21 13:17:14.250649
4,ValueError,The column 'Title' contains non-numerical values. A plot cannot be drawn for this column.,0,,2022-08-21 13:34:18.769318
5,ValueError,"slice(1, None, None) is not a label or index",0,,2022-08-21 23:35:48.450548
6,NameError,name 'fearures_array2' is not defined,0,,2022-08-22 00:05:56.942171
